Location,Hospital_Name,State,District,Pincode,Hospital_Fax,Website
"Lic Agent Colony, Sundarapuram",Nrp Hospitals,Tamil Nadu,Coimbatore,641024,0,0
"33, Madukkarai Road Sundarapuram,",Sree Abhirami Hospitals (P) Limited,Tamil Nadu,Coimbatore,641024,0,0
"193/145, Pollachi Main Road,Sundarapuram,Coimbatore- 641 024.",Sree Resmika Hospital,Tamil Nadu,Coimbatore,641024,0,0
"314, Pollachi Main Road, Sundarapuram, Coimbatore",Sri Balaji Hospitals,Tamil Nadu,Coimbatore,641024,0,0
"S.F. No:15, Abbas Garden, Dr. M.S. Udaya Murthi Nagar,Thandagam Road,.",Durga Hospital,Tamil Nadu,Coimbatore,641025,0,0
"Thadegam Road,Edayapalayam,Coimbatore",Joseph Memorial Hospital,Tamil Nadu,Coimbatore,641025,0,0
Mettupalayam Road Opp To Nithya Enclave,Kalpana Medical Center Pvt Ltd,Tamil Nadu,Coimbatore,641025,0,0
"13/82, Thadagam Road, Kovil Medu Pirivu",Kiruba Hospital,Tamil Nadu,Coimbatore,641025,0422  2403916,0
Sundarpuram (P.O),N.R.P Hospital,Tamil Nadu,Coimbatore,641025,0,0
"1638, Thadagam Road, Velandipalayam, Coimbatore",Ranga Hospital,Tamil Nadu,Coimbatore,641025,0,0
"Plot No 1, Raju Garden, Thadagam Road, T V S Nagar, Edayarpalayam Post,",Sree Abishek Hospitals,Tamil Nadu,Coimbatore,641025,0,0
"16, Shivaji Colony Edayarpalyam",Sri Vishnu Priyaa Hospitals Pvt Ltd,Tamil Nadu,Coimbatore,641025,0,0
"5-1, Venkateshwara Layout, Lic-Colony, Selvapuram",Snekaram Nursing Home,Tamil Nadu,Coimbatore,641026,0,0
"A Unit 07, S L Hospital (P) Ltd. 61, Pongiammal St, Ratinapuri",Sri Lakshmi Hospital,Tamil Nadu,Coimbatore,641027,249433,0
"8, Krishna Nagar,Sowripalayam Main Road,Sowripalayam.",Anurag Hospital,Tamil Nadu,Coimbatore,641028,4341486,0
"30, Ram Gardens, Sowripalayam Road Udayampalayam",G R Hospital,Tamil Nadu,Coimbatore,641028,0,0
"S F No 522/3, Udayampalayam Road, Nava India, Hindustan College Road",Kurinji Hospital,Tamil Nadu,Coimbatore,641028,0,0
"263, Annamalai Nagar,Sowripalayam, Coimbatore-",Roselet Medical ObgandSurgical Centre,Tamil Nadu,Coimbatore,641028,0,0
"No. 5, Grg Nagar, Gowripalyam",Shanmugapriya Nursing Home,Tamil Nadu,Coimbatore,641028,0422  2572416,0
"1, Karthik Nagar, Sowripalayam Road, Coimbatore",Swathi Poly Clinic,Tamil Nadu,Coimbatore,641028,0,0
"11-H, S.M. Palayam Road, G.N. Mills (Po)",Parthiban Nursing Home,Tamil Nadu,Coimbatore,641029,0,0
"5/25, Mattupalyam Road, Kavundampalyam",Dr K Padmavathy Hospital,Tamil Nadu,Coimbatore,641030,0,0
"Gandhi Nagar, Kavundampalayam,",H. S. Hospital,Tamil Nadu,Coimbatore,641030,0422  2440677,0
"5 / 25, M T P Road, Kavundampalayam, Combatore",Padmavathy Hospital,Tamil Nadu,Coimbatore,641030,0,0
"5/19F, Peons Colony Mtp Road, Koundam Palayam Cockarko Behind Near Canara Bank",Sri Kumar Hospital,Tamil Nadu,Coimbatore,641030,0422    2448462,0
"129, Narasimhanaicken Palayam,",Sri Guru Hospital Pvt Ltd,Tamil Nadu,Coimbatore,641031,0,0
"177, Neelikonampalayam",Sri Thangamanian Medical Centre,Tamil Nadu,Coimbatore,641033,0,0
"18/121, Mettupalayam Road, Behind Indian Bank, Thudiyalur",Sri Lakshmi Medical Center and Hospital,Tamil Nadu,Coimbatore,641034,264413,0
"76A, M.T.P. Road, Coimbatore, Coimbatore",V. G. Hospital,Tamil Nadu,Coimbatore,641034,0422  2643499,0
"Nanjammas Building 1/80-1, Metupallayam Road, Thudiyalur",Vasan Eye Care Hospital,Tamil Nadu,Coimbatore,641034,0,0
Sathy Road Sivanandapuram,Sankara Eye Centre,Tamil Nadu,Coimbatore,641035,0,0
"No. 39, Bharathi Nagar, Cheran Maanagar, Vilankuruchi Post",Sree Andal Hospital,Tamil Nadu,Coimbatore,641035,0422  2669840,0
Sivanandapuram,Sri Kanchi Kamakoti Medical Trust Sankara Eye Cent,Tamil Nadu,Coimbatore,641035,0,0
"5, Marudhamalai Road Kongu Nagar, Kalveerampalayam Bharathiar Uriversity",Sree Lavnya Hospital,Tamil Nadu,Coimbatore,641036,0,0
"Post Box No. 6327, Pappanaichenpalayam, Coimbatore",G. Kuppuswamy Naidu Memorial Hospital,Tamil Nadu,Coimbatore,641037,0,0
"No 777, Puliyakulam Road, Laxmi Mills Jn, P N Palayam",Vasan Eye Care Hospital,Tamil Nadu,Coimbatore,641037,0,0
"3, Chinnammal Street, Sai Baba Colony K K Pudur Post",Dr. M . Ilangovan Ent Clinic and Paavai Hospital,Tamil Nadu,Coimbatore,641038,0,0
"Old No: 3, New No: 15 Chinnammal Street, Kk Pudur",Siloam Thomas Eye Hospital,Tamil Nadu,Coimbatore,641038,0,0
"No-1, Co-Op. 'A' Colony, K.K. Pudur S.B. Colony",Sri Guru Hospital Pvt Ltd,Tamil Nadu,Coimbatore,641038,0,0
Alamaram Bus Stop Vadavalli,Mowthi Nursing Home,Tamil Nadu,Coimbatore,641041,0,0
"285-A Marudhamalai Main Rod, Mullai Nagar",Vallar Hospitals (Pvt) Ltd,Tamil Nadu,Coimbatore,641041,0,0
"No:11/8, Selvam Nagar, Vadavalli,",Aroghya Nursing Home,Tamil Nadu,Coimbatore,641043,0,0
"1-5,Chairman Raju Nagar,Mettupalayam Road",Womens Center And Hospital(P)Limited,Tamil Nadu,Coimbatore,641043,0,0
"No. 238, Avarampalayam Road, Near Womens Poly Technic, Gandhipuram",Iswarya Fertility Test Tube Baby and Research Center,Tamil Nadu,Coimbatore,641044,0,0
"41,Bharathiyur Road,New Siddhapudur,Coimbatore",Nandha Hospital,Tamil Nadu,Coimbatore,641044,0,0
"395, Sarojini Naidu Road, Sidhapudur, Back Side Of Gandhipuram",Sri Ramakrishna Hospital,Tamil Nadu,Coimbatore,641044,0,0
"I.O.B Colony,Maruthamalai",Coimbatore Diabetes Foundation,Tamil Nadu,Coimbatore,641045,0,0
"738-B, Pulia Klam Road Puliakulam",Coimbatore Kidney Centre,Tamil Nadu,Coimbatore,641045,0,0
"687, Trichy Road, Ramanathapuram, Coimbatore",Deepam Hospital,Tamil Nadu,Coimbatore,641045,0422  4395882,0
"687,Trichy Road,Ramanathapuram, Opposite Alvernia School",Dr. Muthu's Ortho Centre-Coimbatore,Tamil Nadu,Coimbatore,641045,0,0
"45A, Pankaja Mill Road, Coimbatore, Ramanathapuram",Gem Hospital,Tamil Nadu,Coimbatore,641045,4216673 / 2320879,0
"101/67, Karunanithi Nagar,Behind Sungam Chinthanmani,Thirchy Road,",Karthick Polyclinic,Tamil Nadu,Coimbatore,641045,0,0
Trichy Road Sowripalayam Pirivu Ramanathapuram,N.M. Hospital,Tamil Nadu,Coimbatore,641045,0,0
"1-B,Ariyan Soap Colony,Police Kandasamy Street,Ramanathapuram",R. A. Hospital,Tamil Nadu,Coimbatore,641045,0,0
"901,Trichy Road,Ramanathapuran(Near Signal), Coimbatore",Sri Bala Medical Center and Hospital,Tamil Nadu,Coimbatore,641045,0422  2313757,0
"No-17-A,Sowripalayam Pirivu Road, Ramanathapuram, Trichy Road",Sri Durga Poly Clinic,Tamil Nadu,Coimbatore,641045,0,0
"Post Box No : 7012,Trichy RoadRamanathapuram",The Arya Vaidya Chikitsalayam and Research Institue,Tamil Nadu,Coimbatore,641045,0,0
"No.5,Kongu Nagar,Kalveer Ampalayam",Shree Lavnya Hospital,Tamil Nadu,Coimbatore,641046,0,0
"D. J. Hospital, K-1-604, Ooty Main Road,Jothipuram,",D. J. Hospital,Tamil Nadu,Coimbatore,641047,4222692517,0
"87, Pioneer Nagar, Jothipuram",Nivrithi Hospital,Tamil Nadu,Coimbatore,641047,0422  3697232,0
"Chinniampalayam Venkateshwara Hospital, Avinashi Road,",Chinniampalayam Venkateshwara Hospital,Tamil Nadu,Coimbatore,641062,0,0
"1/1, Avinashi Road,Chinnaiampalayam,Near Higher Secondary School.","K.G.M. Hospitals Pvt. Ltd.,",Tamil Nadu,Coimbatore,641062,0,0
"Near Sitra, Kalapati Road",Skv United Hospital Ltd,Tamil Nadu,Coimbatore,641101,0,0
"119, Kannar Palayam Road, Karamadai Coimbatore",Kr Healthcare Private Limited,Tamil Nadu,Coimbatore,641104,0,0
"115, Bharathi Nagar,K.N.P. Road Karamadai.",Sowmiya Hospital,Tamil Nadu,Coimbatore,641104,0,0
"7, North Care Street Karamadai Karamadai",Subbu Hospital,Tamil Nadu,Coimbatore,641104,0,0
"14/11-A, Bazaar Street, Madukkarai,",Nataraj Medical Care Center Private Limited,Tamil Nadu,Coimbatore,641105,0,0
"6/1, Vandiyamman Kovil,Near Bridge,Madukkarai.",Senthil Nursing Home,Tamil Nadu,Coimbatore,641105,0,0
"87-C,Sathy Rd,,Sarkarsamakulam.",Aravindan Nursing Home,Tamil Nadu,Coimbatore,641107,0,0
"Pannimadai Road, Chinnathadagam",Pavithra Medical Centre,Tamil Nadu,Coimbatore,641108,2658888,0
"Karunya Nagar, Coimbatore",Seesha Karunya Community Hospital,Tamil Nadu,Coimbatore,641110,261561,0
"Bungalowmedu, Mettupalayam",Garnett Memorial Eye Hospital,Tamil Nadu,Coimbatore,641301,0,0
"Vip, Nagar, Koval Main Road Mettupalayam",Nms Hospital Pvt Ltd,Tamil Nadu,Coimbatore,641301,0,0
"416, Co-Operative Colony, Mtp",R A Medical Center and Hospital,Tamil Nadu,Coimbatore,641301,0,0
"10 & 10 - A, Arignar Anna Street, Annur Road, Meettupalayam",Suriya Hospital,Tamil Nadu,Coimbatore,641301,0,0
Sathy Main Road Sirumugai,Sri Balaji Nursing Home,Tamil Nadu,Coimbatore,641302,0,0
"12/93 A, Sathy-Mettupalayam South West Street, Sirumugai",Sri Loga Clinic,Tamil Nadu,Coimbatore,641302,0,0
Sathy Main Road Sirumugai Sirumugai,Srinivas Hospital,Tamil Nadu,Coimbatore,641302,0,0
"81-B, Parry Company Road Kattor Mettupalayam Mettupalayam",Kiruba Hospital,Tamil Nadu,Coimbatore,641305,0,0
"281/2, Kamaraj Nagar Mettupalayam",Sakthi Nursing Home,Tamil Nadu,Coimbatore,641305,0,0
"Parry Co. Road, Kattoor",Sri Ganapathy Krishna Hospital,Tamil Nadu,Coimbatore,641305,0,0
"242/B, Trichy Road Sulur Sulur",Rvs Hospital,Tamil Nadu,Coimbatore,641402,0,0
"34, 3Rd Street K P N Colony Tirupur",Ag Hospital,Tamil Nadu,Coimbatore,641601,0,0
"No.5(2) Gajalakshmi Theatre Road Near Valarmathi Bus Stop, Tirupur",Lotus Eye Care Hospital,Tamil Nadu,Coimbatore,641601,0,0
"1, Sabapathipuram",Tirupur Medical Foundation (P) Limited,Tamil Nadu,Coimbatore,641601,0,0
"97/54, Jg Nagar, Ii Nd Street, 60Feet Road, Near Regional Transport Office",Anand Hospitals,Tamil Nadu,Coimbatore,641602,0,0
"55 / 27, 65/27 Stanes 2Nd Street,Odakadu Road,Avinashi Road.",Deepa Hospital,Tamil Nadu,Coimbatore,641602,0,0
"8/1646 -M, Ponnammal Nagar,Pandian Nagar,P.N.Road",Malar Priya Medical Center,Tamil Nadu,Coimbatore,641602,2350205,0
"18/3C, Postal Colony Venkatappa Gr Lay Out Weavers Colony Bus Stop, Sivan Theatre Road, Tirupur Sivan Theatre Road, Tirupur",Saayi Prema Hospital,Tamil Nadu,Coimbatore,641602,0,0
"774, Pn Road Nr New Bus Stand","Shri Kumaran Medical Center Pvt Ltd ,",Tamil Nadu,Coimbatore,641602,0,0
"Poyampalayam Bus Stop, Sneha Nagar, P. N. Road",Sree Saran Medical Centre - Tirupur,Tamil Nadu,Coimbatore,641602,0,0
"774 - P. N. Road, Near Nre Bus Stand",Sri Kumaran Hospital - A Unit Of Sri Kumaran Medical Center (P) Ltd - Tirupur,Tamil Nadu,Coimbatore,641602,0,0
"14/22, Harvey Road, Tirupur",The Eye Foundation,Tamil Nadu,Coimbatore,641602,0,0
"No 83, Perumanallur Road, Nesavalar Colony, Tirupur",Vasan Eye Care Hospital,Tamil Nadu,Coimbatore,641602,0,0
"No.23,Shri Vidhya Nagar Iiird Street,College Road",Alamelu Balaji Hospital (P) Ltd. - Tirupur,Tamil Nadu,Coimbatore,641603,0,0
"15, Mangalam Raod, Karuvampalayam Tirupur",Krithiga Hospital,Tamil Nadu,Coimbatore,641603,0,0
"303, Kumar Nagar, Near E.B. Office,Avinashi Road, Tripur",Rams Critical Care Center,Tamil Nadu,Coimbatore,641603,2488456,0
"10, Valayankadu Road Avinashi Road Kumar Nagar (W) Tirupur",Revathi Medical Centre,Tamil Nadu,Coimbatore,641603,0,0
"140142, Kangayam Cross Road, Tirupur",Sree Ganapathy Nursing Home,Tamil Nadu,Coimbatore,641603,0,0
Tirupur Tirupur Tirupur,Tmf Hospital,Tamil Nadu,Coimbatore,641603,0,0
"1St Cross Street, Thennampalayam Extension Palladam Road, Tirupur",Ars Hospitals - Tirupur,Tamil Nadu,Coimbatore,641604,4321287,0
"19, Katir Nagar Kangayam Road Tirupur",Dsk Hospital,Tamil Nadu,Coimbatore,641604,0,0
"6/13, Town Extn 1 St, Dharapuram Rd, Dharapuram Road,",K N Children Hospital,Tamil Nadu,Coimbatore,641604,0,0
"15, Mangalam Road, Karuvampalayam",Kritiga Hospital,Tamil Nadu,Coimbatore,641604,0421  4350944,0
"35, K.R.R.Layout,Mangalam Road",Sankara Hospital,Tamil Nadu,Coimbatore,641604,0,0
Coimbatore,Roopa Nursing Home,Tamil Nadu,Coimbatore,641607,0,0
"No. 78B, Kowai Road, Unnur",R G Hospital,Tamil Nadu,Coimbatore,641653,0,0
"69/2,Kovai Road,N.H. 209,Coimbatore-Sathy Road",Sanjeevani Hospital And Maternity Home,Tamil Nadu,Coimbatore,641653,04254  265690,0
"42-1, Chettipalayam Road,Palladam",Ponni Hospital,Tamil Nadu,Coimbatore,641664,256262,0
"16/153, N.G.R. Raod, Palladam",Rajeshwari Nursing Home,Tamil Nadu,Coimbatore,641664,0,0
"3/46, Nariamman Moil Street, Perlimanallur, Tiruppur Taluk Tiruppur Taluk",Mayura Hospital,Tamil Nadu,Coimbatore,641666,0,0
Perumanallur Perumanallur,Sri Akshitha Maternity Hospital,Tamil Nadu,Coimbatore,641666,235119,0
"No. 282, Sakthi Nagar, Krishna Duram, Somanur",Thirumala Hospital,Tamil Nadu,Coimbatore,641668,0,0
"No. 2/585-C, Hare Rama Hare Krishna Nagar,6Th Street,",Sangeetha Nursing Home,Tamil Nadu,Coimbatore,641687,0,0
"91/1, Coimbatore Road Pollachi",A.S.D. Nursing Home,Tamil Nadu,Coimbatore,642001,0,0
"42/1, New Scheme Road, Pollachi",Ar Ortho Hospital,Tamil Nadu,Coimbatore,642001,0,0
"R C Poly Clinic Building, 136, Appar Street, Venkatesa Colony Pollachi",Arathana Ortho Centre,Tamil Nadu,Coimbatore,642001,0,0
"18, Municipal Boys Higher Secondary School Road,Pollachi",Arun Vijay Polyclinic,Tamil Nadu,Coimbatore,642001,0,0
3 M.High School Road,Chellam Clinic,Tamil Nadu,Coimbatore,642001,0,0
"No. 42, New Scheme Road, Pollachi",J M Polyclinic,Tamil Nadu,Coimbatore,642001,0,0
"110/14, Palakkad Road, Near To Bus Stand, Pollachi 1",K.M. Hospitals,Tamil Nadu,Coimbatore,642001,0,0
"New Scheme Road,Pollachi",Kausalya Medical Centre,Tamil Nadu,Coimbatore,642001,04259 223780,0
"3,Mhs Road, Pollachl",M.R.S Hospital,Tamil Nadu,Coimbatore,642001,0,0
106 Palghat Road Pollachi Pollachi,Mcv Memorial Ent Trust Hospital,Tamil Nadu,Coimbatore,642001,0,0
"1) 47/83, Andigounder Street, Karikalacholan Street, Pollachi 2) 1/54, Kns Complex, First Floor Balagopalapuram Street , Pollachi- 2) 1/54, Kns Complex , First Floor , Balagopalapuram Street , Pollachi",Palakkad Ayurvedic Hospital,Tamil Nadu,Coimbatore,642001,0,0
"77, Gandhi Mandapam Street Pollachi Pollachi",Pkd Nursing Home,Tamil Nadu,Coimbatore,642001,0,0
"No. 146/2, New Scheme Road,Pollachi,",Ram Poly Clinic,Tamil Nadu,Coimbatore,642001,0,0
New Scheme Road Pollachi Pollachi,Sakthi Polyclinic,Tamil Nadu,Coimbatore,642001,0,0
"Ka Complex, 32, New Scheme Road, Pollachi Pollachi",Vasan Eye Care Hospital,Tamil Nadu,Coimbatore,642001,0,0
Near Mahalinapuram Arch,A.S.D.Nursing Home,Tamil Nadu,Coimbatore,642002,222266,0
74/A2 Meenkarai Road Ambarampalayam Pollachi,Alva Hospital Pvt Ltd,Tamil Nadu,Coimbatore,642002,0,0
"88, New Scheme Road Pollachi Pollachi",Arun Hospital,Tamil Nadu,Coimbatore,642002,0,0
"94, New Scheme Rd,,.",Prabhu Poly Clinic,Tamil Nadu,Coimbatore,642002,0,0
"54,L.I.G Colony,Mahalingapuram, Pollachi",Sindhia Ortho Clinic,Tamil Nadu,Coimbatore,642002,0,0
"146 / 2, Bharathi Stret, Mahalingapuram, Pollachi",Sivameds Multispecialality Hospital,Tamil Nadu,Coimbatore,642002,0,0
"92, Newscheme Road, Pollachi",Surya Polyclinic,Tamil Nadu,Coimbatore,642002,0,0
"Coimbatore, Coimbatore",Syndhiya Ortho Clinic,Tamil Nadu,Coimbatore,642002,0,0
"5/400, Tamil Mani Nagar, Coimbatore Road, Pollachi",The Pollachi Cardiac Center,Tamil Nadu,Coimbatore,642002,0,0
"1-A, Pollacih Road, Anaimalai, Vrt Govt Girls Her School",Dr T D Nair Hospital,Tamil Nadu,Coimbatore,642104,0,0
"18, Christian Colony Karamadai Road Mettupalayam Mettupalayam",Karthik Hospital,Tamil Nadu,Coimbatore,642110,0,0
"208, Annur Road Annur Road Mettupalayam Mettupalayam",Kps Hospitals Pvt Ltd,Tamil Nadu,Coimbatore,642110,0,0
"5/431-A, Teacher's Colony Near, Ctc Depot",Smyl Hospitals,Tamil Nadu,Coimbatore,642110,22616,0
"No. 6, Agraharam, Mettupalayam",Subbiah Nadar Krishnammal Selvam Hospital,Tamil Nadu,Coimbatore,642110,"04254, 222351",0
64/299 V C V Pettai Mettupalayam Mettupalayam,Supa Hospital,Tamil Nadu,Coimbatore,642110,0,0
"No 2, By Pass Road,Udumalpet",Dr.A.Purushothaman,Tamil Nadu,Coimbatore,642126,0,0
"Udumalpet, Tiruppur",Dr.Sivakani Hospital Pvt Ltd,Tamil Nadu,Coimbatore,642126,0,0
"2, Ramasamy Street Sardar Road Udumalpet Udumalpet",Lavanya Hospital,Tamil Nadu,Coimbatore,642126,0,0
"No. 14 / 49, Nehru Street, Udumalpet",Muthusamy Nursing Home,Tamil Nadu,Coimbatore,642126,0,0
"24, Andal Srinivasam Layout Udumelpet",Priya Orthopaedic Center,Tamil Nadu,Coimbatore,642126,0,0
"No 5,6 Srinagar,Udumal Pet",Santhosham Hospital,Tamil Nadu,Coimbatore,642126,0,0
"9B, Kalpana Road, Udumalpet",Saravana Hospital,Tamil Nadu,Coimbatore,642126,0,0
Saravana Pillai Street,Shetty Hospital,Tamil Nadu,Coimbatore,642126,0,0
No.10 Yasodha Ramalingam Layout Bye Pass Road,Snr Eye Hospital,Tamil Nadu,Coimbatore,642126,0,0
"Ramalingam Lay-Out, Udumalpet-642126",Sri Kumaran Hospital,Tamil Nadu,Coimbatore,642126,0,0
"Aishwarya Nagar,Udumalpet",U.K. Hospital,Tamil Nadu,Coimbatore,642126,0,0
"24, Alc Campus, Cuddalore,.",Abiraami Hospital,Tamil Nadu,Cuddalore,607001,232760,0
"30 -31, Alc Campus",Arcot Hospital,Tamil Nadu,Cuddalore,607001,231718,0
207 Nethaji Road,K R Surgical Clinic,Tamil Nadu,Cuddalore,607001,0,0
"17, Bashyam Reddy St,Manjakuppam.",Kannan Hospital,Tamil Nadu,Cuddalore,607001,0,0
No. 6 (Old No. 17-A) Hospital Road Cuddalore,Krishna Hospital,Tamil Nadu,Cuddalore,607001,0,0
"No.42-43,Sekar Nagar,Semmandalam,Cuddalore",Maruthi Gastro Care Hospital,Tamil Nadu,Cuddalore,607001,0,0
"No.32, A.L.C. Campus Cuddalore",Roshini Arunaa Clinic,Tamil Nadu,Cuddalore,607001,0,0
"25, Alc Campus,,.",S.R.Hospital and E.N.T.Research Foundation,Tamil Nadu,Cuddalore,607001,222711,0
"78, Nethaji Rd,Manjakuppam,.",Sujatha Hospital,Tamil Nadu,Cuddalore,607001,0,0
"159-B,R.S.K Pandian Road",Thangavinayagam Clinic,Tamil Nadu,Cuddalore,607001,0,0
"45/2, Valli Vilas, Hospital, 45/2, Bharathy Road,",Valli Vilas Hospital,Tamil Nadu,Cuddalore,607001,0,0
"No.18&19, Lawrence Road, Near Cuddalore Bus Stand,Thirupapuliyur.",Vasan Eye Care Hospital,Tamil Nadu,Cuddalore,607001,0,0
"No-25, Kamalam Nagar, Cuddalore",Vee C S Hospital,Tamil Nadu,Cuddalore,607002,0,0
"No. 91, Old Police Line Street, Cuddalore O T",Alagananda Hospital,Tamil Nadu,Cuddalore,607003,0,0
"No. 23, Sankara Naidu Street, Cuddalore O T",Surendhira Hospital,Tamil Nadu,Cuddalore,607003,0,0
"No:74, Vasantham Tower, Kumbakonam Main Road, Panruti",Dr. Agarwal's Eye Hospital Ltd. - Panruti,Tamil Nadu,Cuddalore,607106,0,0
"Panriti Main Road, Vadalur",Anjalai Hospital,Tamil Nadu,Cuddalore,607303,0,0
"No.47, Cuddalore Main Road,Near Jayaproya Theatre,Mandarakuppam .","Dr.Agarwal Eye Hospital, Neyveli",Tamil Nadu,Cuddalore,607802,0,0
"Periyakurichi, Neyveli, Cuddalore",Mahalakshmi Nursing Home,Tamil Nadu,Cuddalore,607802,0,0
"3/1, Main Road, Neyveli",Ponni Hospital,Tamil Nadu,Cuddalore,607802,0,0
"9, South Car Street, Chidambaram",Arul Nursing Home,Tamil Nadu,Cuddalore,608001,0,0
"No. 145, East Car Street,",Jothi Nursing Home,Tamil Nadu,Cuddalore,608001,0,0
"14/15, Muruga Pillai Street, Chidambaram",K. R. Hospital,Tamil Nadu,Cuddalore,608001,0,0
"No. : 18/8, East Sannathi Chidambaram","Kannan Nursing Home, Chidambaram",Tamil Nadu,Cuddalore,608001,0,0
29 V.G.P Street,Maniarsan Memorial Poly Hospital,Tamil Nadu,Cuddalore,608001,226566,0
"13/1, (Old No. 27)S.P Koli Street, Chidambaram",Nataraja Children Hospital,Tamil Nadu,Cuddalore,608001,0,0
"7,Mariamman Koil Street,.",R.K Nursing Home,Tamil Nadu,Cuddalore,608001,0,0
"87, East Car St,Near Nataraja Temple,.",Sr Ent Clinic,Tamil Nadu,Cuddalore,608001,224650,0
"125,Sp Kovil Street, Chidambaram",Sri Venkateshwara Hospital,Tamil Nadu,Cuddalore,608001,0,0
"31, Keeraikara Street, Parangipettai",Syed Aleem Medical Center,Tamil Nadu,Cuddalore,608502,0,0
"186, Salem Main Road,.",Amirtham Hospital,Tamil Nadu,Dharmapuri,635301,244912,0
"Salem Main Road,.",Raja Hospital,Tamil Nadu,Dharmapuri,635301,0,0
201 Second Agraharam Salem,Ac Hospitals,Tamil Nadu,Dharmapuri,636001,0,0
"48, Andal Street,Shevapet,Salem",Ayyappa Hospital,Tamil Nadu,Dharmapuri,636001,0,0
"46,Second Agraharam(Opp),Pattai Tempel Bus Stop,Salem-636",Dr.Thiru NeuroandMulti Specality Hospital(P)Ltd.,Tamil Nadu,Dharmapuri,636001,0,0
"1015 E2, Gopal Street Ponammapet ,",G V Jayam Hospital,Tamil Nadu,Dharmapuri,636001,0,0
"148-B, Cherry Road",Haneefa Poly Clinic and Nursing Home,Tamil Nadu,Dharmapuri,636001,0,0
"5-A Ramakrishna Road, Salem",J S Hospital,Tamil Nadu,Dharmapuri,636001,0,0
"Sree Krishna Complex, 256, Second Agraharam, Salem",Kamala Hospital,Tamil Nadu,Dharmapuri,636001,0,0
"No.3/41, Dalmia Bird, Salem-Bangalore Highways",Manipal Hospital [Providence Specialty Hospital (India) Private Limited],Tamil Nadu,Dharmapuri,636001,0,0
"53, Secound Agraharam,.",Modern Hospital,Tamil Nadu,Dharmapuri,636001,4050457,0
"214, 2Nd Agraharam Salem",Mohanraj ChildrenS Hospital,Tamil Nadu,Dharmapuri,636001,0,0
"40, Ammapet Main Road Salem",Pks Hospital,Tamil Nadu,Dharmapuri,636001,0,0
"210, 2Nd Agraharam, Salem",Pushpam Hospital,Tamil Nadu,Dharmapuri,636001,0,0
"Loco Line, Near Kaliamman, Kovil",Raajam Hospital,Tamil Nadu,Dharmapuri,636001,0,0
"210, Veeranam Main Road, Ponnammapet",Sarvana Hospital Pvt. Ltd.,Tamil Nadu,Dharmapuri,636001,0,0
"148 Cherry Road, Near Mulluvadi Gate",Shri Surakksha Speciality Medical Center Pvt Ltd,Tamil Nadu,Dharmapuri,636001,0,0
"49/20, Second Agraharam",Sri Raam Hospital,Tamil Nadu,Dharmapuri,636001,0,0
"7, Rajagopal, Gounder Street,",Dnv Polyclinic,Tamil Nadu,Dharmapuri,636701,0,0
"136, 1St Floor, Nethaji Bye Pass Road, Opposite Hotel Rama Public Ltd",Dr. Agarwals Eye Hospital Ltd.,Tamil Nadu,Dharmapuri,636701,04342  269666,0
"64-A Senkodipuram Street,",K.B. Hospital,Tamil Nadu,Dharmapuri,636701,0,0
"7/1, C K Srinivasa Roa Street",K.S. Hospital,Tamil Nadu,Dharmapuri,636701,04343 260418,0
